"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","SISBEN","PEOPLE_HOUSE","INTERNET","TV","COMPUTER","WASHING_MCH","MIC_OVEN","CAR","DVD","FRESH","PHONE","MOBILE","REVENUE","JOB","SCHOOL_NAT","SCHOOL_TYPE","MAT_S11","CR_S11","CC_S11","BIO_S11","ENG_S11","ACADEMIC_PROGRAM","QR_PRO","CR_PRO","CC_PRO","ENG_PRO","WC_PRO","FEP_PRO","G_SC","PERCENTILE","X2ND_DECILE","QUARTILE","SEL","SEL_IHE","AVG_S11"
"1","F","Incomplete Professional Education","Complete technique or technology","Technical or professional level employee","Home","Stratum 4","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",71,81,61,86,82,"INDUSTRIAL ENGINEERING",71,93,71,93,79,181,180,91,"5","4","2","2",76.2
"2","F","Complete Secundary","Complete professional education","Entrepreneur","Independent professional","Stratum 5","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",83,75,66,100,88,"INDUSTRIAL ENGINEERING",97,38,86,98,78,201,182,92,"5","4","4","4",82.4
"3","M","Not sure","Not sure","Independent","Home","Stratum 2","Level 2","Five","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","Yes, 20 hours or more per week","PRIVATE","ACADEMIC",52,49,38,46,42,"ELECTRONIC ENGINEERING",17,1,18,43,22,113,113,7,"1","1","1","1",45.4
"4","F","Not sure","Not sure","Other occupation","Independent","Stratum 2","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",56,55,51,64,73,"INDUSTRIAL ENGINEERING",65,35,76,80,48,137,157,67,"4","3","2","2",59.8
"5","M","Complete professional education","Complete professional education","Executive","Home","Stratum 4","It is not classified by the SISBEN","One","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",80,65,76,85,92,"INDUSTRIAL ENGINEERING",94,94,98,100,71,189,198,98,"5","4","4","2",79.6
"6","F","Complete professional education","Complete professional education","Independent","Executive","Stratum 6","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",71,60,57,61,82,"INDUSTRIAL ENGINEERING",86,15,32,97,36,170,154,63,"4","3","4","2",66.2
"7","M","Complete professional education","Complete professional education","Small entrepreneur","Executive","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",71,75,61,75,85,"INDUSTRIAL ENGINEERING",68,8,50,92,53,187,152,59,"3","3","2","2",73.4
"8","F","Incomplete Secundary","Complete Secundary","Entrepreneur","Independent professional","Stratum 6","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","10 or more LMMW","No","PRIVATE","ACADEMIC",74,67,61,85,96,"INDUSTRIAL ENGINEERING",97,86,94,97,98,188,200,99,"5","4","4","4",76.6
"9","M","Complete Secundary","Complete professional education","Independent","Operator","Stratum 2","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL",44,54,61,44,46,"INDUSTRIAL ENGINEERING",51,57,43,3,19,177,133,28,"2","2","3","2",49.8
"10","M","Incomplete technical or technological","Incomplete technical or technological","Independent","Home","Stratum 2","Level 2","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","Yes, 20 hours or more per week","PRIVATE","ACADEMIC",52,55,51,55,65,"INDUSTRIAL ENGINEERING",13,41,22,83,1,112,126,18,"1","1","4","2",55.6
"11","F","Not sure","Not sure","Other occupation","Independent professional","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",74,71,61,78,96,"INDUSTRIAL ENGINEERING",96,83,93,100,98,187,200,99,"5","4","2","4",76
"12","M","Complete technique or technology","Complete Secundary","Technical or professional level employee","Entrepreneur","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","Yes, 20 hours or more per week","PRIVATE","ACADEMIC",54,47,49,45,43,"CIVIL ENGINEERING",64,19,79,10,5,141,133,29,"2","2","2","2",47.6
"13","F","Not sure","Incomplete technical or technological","Small entrepreneur","Home","Stratum 3","It is not classified by the SISBEN","Five","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",56,62,61,61,50,"CIVIL ENGINEERING",41,45,74,56,37,119,148,53,"3","3","2","2",58
"14","M","Complete professional education","Complete professional education","Entrepreneur","Small entrepreneur","Stratum 6","It is not classified by the SISBEN","Six","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",76,71,64,75,82,"CIVIL ENGINEERING",99,82,80,97,83,180,191,96,"5","4","4","4",73.6
"15","F","Incomplete primary","Incomplete primary","Small entrepreneur","Executive","Stratum 1","Level 1","Two","No","No","No","No","No","No","No","No","Yes","No","less than 1 LMMW","Yes, 20 hours or more per week","PRIVATE","ACADEMIC",56,45,59,51,44,"INDUSTRIAL ENGINEERING",46,61,81,36,76,137,157,67,"4","3","1","2",51
"16","F","Complete technique or technology","Not sure","Technical or professional level employee","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Two","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",62,58,59,55,59,"ELECTRONIC ENGINEERING",89,64,77,74,30,172,164,76,"4","4","4","2",58.6
"17","M","Complete professional education","Complete professional education","Small entrepreneur","Executive","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",74,67,72,78,68,"ELECTRONIC ENGINEERING",83,69,72,89,8,145,162,73,"4","3","4","1",71.8
"18","M","Complete professional education","Complete professional education","Independent professional","Independent professional","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",74,64,61,72,88,"ELECTRONIC ENGINEERING",85,76,100,94,75,164,188,95,"5","4","4","1",71.8
"19","M","Complete technique or technology","Complete Secundary","Operator","Independent","Stratum 2","Level 2","Four","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","Yes, less than 20 hours per week","PRIVATE","ACADEMIC",44,49,45,44,44,"MECHANICAL ENGINEERING",52,8,12,19,65,120,129,22,"2","1","2","1",45.2
"20","M","Complete professional education","Complete professional education","Technical or professional level employee","Technical or professional level employee","Stratum 3","Esta clasificada en otro Level del SISBEN","Three","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",61,44,53,41,53,"ELECTRONIC ENGINEERING",95,86,52,74,59,135,170,82,"5","4","2","2",50.4
"21","M","Complete professional education","Complete professional education","Independent professional","Executive","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",58,53,51,48,58,"CIVIL ENGINEERING",99,64,54,89,38,90,170,83,"5","4","4","2",53.6
"22","M","Incomplete primary","Incomplete Secundary","Independent","Home","Stratum 2","It is not classified by the SISBEN","Four","Yes","No","Yes","No","No","No","No","No","Yes","Yes","less than 1 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",60,47,56,56,57,"ELECTRONIC ENGINEERING",40,39,49,60,44,168,144,46,"3","2","1","2",55.2
"23","M","Complete primary","Incomplete primary","Independent","Home","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",53,47,36,36,64,"INDUSTRIAL ENGINEERING",59,25,37,65,14,126,138,37,"2","2","2","3",47.2
"24","M","Incomplete primary","Incomplete primary","0","0","Stratum 2","It is not classified by the SISBEN","Five","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",67,65,50,72,82,"CIVIL ENGINEERING",94,81,22,88,44,174,164,76,"4","4","4","2",67.2
"25","M","Complete professional education","Incomplete Professional Education","Executive","Operator","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",80,71,68,66,75,"INDUSTRIAL ENGINEERING",96,99,93,92,74,179,194,97,"5","4","1","2",72
"26","M","Complete technique or technology","Complete technique or technology","Executive","Home","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",83,75,65,100,71,"ELECTRONIC ENGINEERING",100,92,91,97,91,78,201,99,"5","4","2","2",78.8
"27","M","Complete professional education","Complete technique or technology","Technical or professional level employee","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",69,56,49,63,70,"INDUSTRIAL ENGINEERING",74,28,15,84,89,108,155,64,"4","3","3","2",61.4
"28","M","Postgraduate education","Complete professional education","Executive","Auxiliary or Administrative","Stratum 6","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",85,71,63,72,92,"INDUSTRIAL ENGINEERING",96,59,74,97,73,81,180,91,"5","4","4","2",76.6
"29","F","Complete Secundary","Complete technique or technology","Technical or professional level employee","Home","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",48,56,43,51,54,"ELECTRIC ENGINEERING",15,47,36,61,35,117,137,34,"2","2","4","3",50.4
"30","F","Complete technique or technology","Complete technique or technology","Executive","Independent","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",48,44,47,61,48,"INDUSTRIAL ENGINEERING",46,61,76,75,66,158,161,73,"4","3","2","3",49.6
"31","M","Complete Secundary","Incomplete Secundary","Other occupation","Other occupation","Stratum 4","It is not classified by the SISBEN","Twelve or more","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",54,52,56,52,53,"ELECTRIC ENGINEERING AND TELECOMMUNICATIONS",98,62,40,28,62,158,157,67,"4","3","2","3",53.4
"32","M","Complete professional education","Complete professional education","Executive","Other occupation","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",54,62,56,55,43,"INDUSTRIAL ENGINEERING",98,100,78,74,93,174,195,98,"5","4","4","2",54
"33","M","Complete professional education","Complete Secundary","Independent professional","Independent professional","Stratum 4","It is not classified by the SISBEN","Two","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",80,62,76,78,92,"MECHANICAL ENGINEERING",100,92,99,100,7,227,194,98,"5","4","2","2",77.6
"34","M","Incomplete Professional Education","Incomplete Professional Education","Independent","Technical or professional level employee","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",80,53,57,70,62,"INDUSTRIAL ENGINEERING",77,82,80,81,43,178,169,82,"5","4","3","4",64.4
"35","M","Complete professional education","Complete professional education","Small entrepreneur","Small entrepreneur","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",58,60,45,58,75,"INDUSTRIAL ENGINEERING",98,15,5,89,76,147,155,64,"4","3","4","4",59.2
"36","M","Complete professional education","Incomplete Secundary","Technical or professional level employee","Home","Stratum 5","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",74,71,66,70,76,"INDUSTRIAL ENGINEERING",97,88,79,98,71,131,187,95,"5","4","4","2",71.4
"37","M","Complete professional education","Incomplete Professional Education","Executive","Executive","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",61,60,61,60,54,"INDUSTRIAL ENGINEERING",79,84,78,82,79,157,176,88,"5","4","2","2",59.2
"38","M","Complete professional education","Postgraduate education","Small entrepreneur","Small entrepreneur","Stratum 3","It is not classified by the SISBEN","Two","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",76,71,74,91,78,"MECHANICAL ENGINEERING",98,98,79,95,23,106,185,94,"5","4","4","2",78
"39","F","Complete professional education","Complete professional education","Independent","Executive","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",62,56,59,61,54,"INDUSTRIAL ENGINEERING",26,9,53,62,88,114,144,47,"3","2","4","2",58.4
"40","M","Complete professional education","Complete Secundary","Independent professional","Home","Stratum 5","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",72,62,61,78,82,"MECHANICAL ENGINEERING",95,61,89,97,46,157,179,90,"5","4","4","4",71
"41","F","Not sure","Not sure","0","Home","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","0","PRIVATE","ACADEMIC",60,60,61,71,62,"CIVIL ENGINEERING",70,79,89,88,58,203,174,86,"5","4","4","2",62.8
"42","F","Postgraduate education","Complete Secundary","Technical or professional level employee","Executive","Stratum 4","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL",50,58,52,52,75,"INDUSTRIAL ENGINEERING",60,77,45,74,89,153,165,77,"4","4","4","3",57.4
"43","F","Complete Secundary","Complete Secundary","Independent","Home","Stratum 3","It is not classified by the SISBEN","Four","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","TECHNICAL",44,54,56,55,40,"INDUSTRIAL ENGINEERING",31,67,50,65,12,146,143,44,"3","2","2","2",49.8
"44","M","Complete professional education","Incomplete Professional Education","Small entrepreneur","Small entrepreneur","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",69,67,56,68,64,"MECHANICAL ENGINEERING",96,93,87,92,31,205,182,92,"5","4","4","3",64.8
"45","M","Complete technique or technology","Complete technique or technology","Small entrepreneur","Home","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",83,62,66,72,82,"ELECTRONIC ENGINEERING",92,96,95,95,78,168,193,97,"5","4","3","2",73
"46","M","Incomplete Professional Education","Complete technique or technology","Technical or professional level employee","Technical or professional level employee","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",80,62,71,81,88,"ELECTRONIC ENGINEERING",97,93,100,97,46,183,194,97,"5","4","2","2",76.4
"47","M","Postgraduate education","Postgraduate education","Executive","Executive","Stratum 4","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",83,75,68,81,85,"INDUSTRIAL ENGINEERING",95,19,5,96,63,91,154,63,"4","3","4","4",78.4
"48","F","Complete professional education","Complete professional education","Small entrepreneur","Small entrepreneur","Stratum 5","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",63,60,59,75,80,"INDUSTRIAL ENGINEERING",93,71,90,88,11,185,170,82,"5","4","4","2",67.4
"49","M","Complete professional education","Incomplete Professional Education","Other occupation","Home","Stratum 4","It is not classified by the SISBEN","Five","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL",47,36,41,44,40,"MECHANICAL ENGINEERING",71,7,56,22,43,137,137,35,"2","2","2","3",41.6
"50","M","Complete technique or technology","Complete technique or technology","Technical or professional level employee","Small entrepreneur","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL",65,62,59,66,54,"INDUSTRIAL ENGINEERING",81,55,78,59,77,157,165,77,"4","4","2","3",61.2
